date,id,text, bot_non_bot
Wed Apr 25 17:15:30 +0000 2018,989191180217978881,Growing brains in labs: why it's time for an ethical debate https://t.co/i6GQb2DS8k,1
Wed Apr 25 17:15:10 +0000 2018,989191095602032649,Alex Oxlade-Chamberlain out for season and World Cup with knee injury https://t.co/jK8xp0axKr,1
Wed Apr 25 17:14:33 +0000 2018,989190942337961985,Amber Rudd 'deeply regrets' failure to spot scale of Windrush issue https://t.co/htwqtDDUTL,1
Wed Apr 25 17:11:35 +0000 2018,989190196854968320,Liverpool’s James Milner in vogue again by doing simple things properly | Barney Ronay https://t.co/nM1LbwAKwA,1
Wed Apr 25 17:10:51 +0000 2018,989190009218576384,The largest thing in the universe? Cosmic collision 12bn years ago created mega-galaxy https://t.co/eUTf5CGbgU,1
Wed Apr 25 17:02:52 +0000 2018,989188000545460224,The largest thing in the universe? Cosmic collision 12bn years ago created mega-galaxy https://t.co/KT9SWADlB9,1
Wed Apr 25 17:01:15 +0000 2018,989187593148477440,Anthony Neilson: Does #MeToo need a liberal male sticking his oar in? https://t.co/6bp1pgE6A2,1
Wed Apr 25 16:58:10 +0000 2018,989186820608020482,Resistance to joint proposal to WTO leaves UK and EU divided https://t.co/Y4bExgwfPM,1
Wed Apr 25 16:55:55 +0000 2018,989186252711882752,UN-EU conference falls $5bn short of Syrian aid target for 2018 https://t.co/Vi9OfdcRfZ,1
Wed Apr 25 16:41:36 +0000 2018,989182650991742976,Roma: we had no choice but to sell Mohamed Salah to Liverpool for £36.9m https://t.co/LZZYdW4OrR,1
Wed Apr 25 16:36:29 +0000 2018,989181362593726465,Home Office withdraws Border Force job ads over discrimination fears https://t.co/LCWgvVqlFF,1
Wed Apr 25 16:36:29 +0000 2018,989181362505646080,"Malta losing money 'hand over fist' from Azerbaijan energy deal, claim experts https://t.co/Rk59erxnCZ",1
Wed Apr 25 16:26:34 +0000 2018,989178866236383233,George Byrne's best photograph: a courthouse drama in a ghost town https://t.co/ihgLW2x0hS,1
Wed Apr 25 16:26:04 +0000 2018,989178741170540544,Baldly go where lots of men have gone before | Brief letters https://t.co/31FxCpQXEQ,1
Wed Apr 25 16:26:02 +0000 2018,989178733608173569,Malta’s government had no hand in the killing of Daphne Caruana Galizia | Letter https://t.co/QwxIMZvjiI,1
Wed Apr 25 16:26:02 +0000 2018,989178733226491909,"Westminster, not the EU, is to blame for the sorry state of UK fishing | Letters https://t.co/5vRvmlny7f",1
Wed Apr 25 16:26:02 +0000 2018,989178732786147329,The unsustainability of free-market economics | Letters https://t.co/edFSiZxhDd,1
Wed Apr 25 16:26:02 +0000 2018,989178732630994945,Misgivings over new statue and old portrait of Millicent Fawcett | Letters https://t.co/X4vcuuHFoa,1
Wed Apr 25 16:19:29 +0000 2018,989177085641003013,Home Office withdraws Border Force job adverts over discrimination fears https://t.co/7whs04ifti,1
Wed Apr 25 16:17:52 +0000 2018,989176678529331200,George Byrne's best photograph: a courthouse drama in a ghost town https://t.co/MyKuvjUWrg,1
Wed Apr 25 16:11:10 +0000 2018,989174991198609408,Trevor Noah calls Emmanuel Macron 'the Belle to Trump's Beast' https://t.co/SDEjqoz755,1
Wed Apr 25 16:11:04 +0000 2018,989174965474820100,"Judicial shortages pose threat to court system, top judge warns https://t.co/9GQqFyudde",1
Wed Apr 25 16:10:11 +0000 2018,989174744862875648,The Fiver | This modern-day sacking of Rome https://t.co/Md73aQyhT0,1
Wed Apr 25 16:07:52 +0000 2018,989174159858110464,Crazy Rich Asians: can the romcom be a gamechanger for representation? https://t.co/rbWPEzYifa,1
Wed Apr 25 16:07:25 +0000 2018,989174049371754498,"If incels’ violent misogyny had a role in Toronto, we mustn’t downplay it | Emer O’Toole https://t.co/W4UOSUuUVg",1
Wed Apr 25 16:02:21 +0000 2018,989172771879116800,Trump set for official UK visit in July – minus pomp and ceremony https://t.co/7HFXhoTAR0,1
Wed Apr 25 16:02:20 +0000 2018,989172769526034432,"Alfie Evans struggling after treatment withdrawn, court told https://t.co/Uw1fLL8StH",1
Wed Apr 25 16:02:20 +0000 2018,989172769467355136,Google puts gun emoji back in holster with switch to water pistol https://t.co/5etlJxunF3,1
Wed Apr 25 15:55:55 +0000 2018,989171153884327936,"Parkrun makes us fitter, but can it make us happier as well? https://t.co/b7msYyFHmL",1
Wed Apr 25 15:55:32 +0000 2018,989171054743605248,Jeff Bezos: the boy who wanted to colonise space https://t.co/I132S3B6qH,1
Wed Apr 25 15:49:30 +0000 2018,989169538049691648,Damian Green 'dismissed Windrush citizenship pleas' https://t.co/OTsSNdj8WD,1
Wed Apr 25 15:45:10 +0000 2018,989168449522946053,Free schools policy under fire as yet another closure announced https://t.co/2F0iaOF805,1
Wed Apr 25 15:45:10 +0000 2018,989168448893804544,Persimmon investors revolt against chief's 'excessive' £75m bonus https://t.co/VALirZL1sh,1
Wed Apr 25 15:40:30 +0000 2018,989167271493996544,Who are the 'incels' and how do they relate to Toronto van attack? https://t.co/d2w3Ru27w3,1
Wed Apr 25 15:39:23 +0000 2018,989166993436827648,Google puts gun emoji back in holster with switch to water pistol https://t.co/Sef0MHvd0s,1
Wed Apr 25 15:37:48 +0000 2018,989166593790836736,Nico 1988: the film about the Velvet Underground's doomed singer https://t.co/k2Zr5KqVZA,1
Wed Apr 25 15:37:10 +0000 2018,989166432670842881,'Not British enough': ex-high commissioner's baby denied UK passport in 2011 https://t.co/wOZajPdcuQ,1
Wed Apr 25 15:30:16 +0000 2018,989164696359133184,Damian Green 'dismissed Windrush citizenship pleas' https://t.co/d8axI4JfOd,1
Wed Apr 25 15:29:56 +0000 2018,989164616302374912,Damian Green 'dismissed Windrush citizenship pleas' https://t.co/QOVQwwlOAS,1
Wed Apr 25 15:21:11 +0000 2018,989162411658809345,"Tumbler, chalice or nonic – how important is the 'right' glass for your drink? https://t.co/7PL0bqKqSX",1
Wed Apr 25 15:20:55 +0000 2018,989162343983611905,London antiques dealer admits murdering seven-year-old daughter https://t.co/0pXTWAkTfP,1
Wed Apr 25 15:12:45 +0000 2018,989160289567461376,Two men jailed for life for torture and murder of Vietnamese woman https://t.co/HilCSADWlj,1
Wed Apr 25 15:12:43 +0000 2018,989160283456327680,Germany scraps top music prize in antisemitism row https://t.co/VU26Cdq5kS,1
Wed Apr 25 15:06:11 +0000 2018,989158638655811584,Palma de Mallorca to ban residents renting apartments to tourists https://t.co/ewD1TKVRuS,1
Wed Apr 25 15:01:56 +0000 2018,989157568605048832,Novak Djokovic woes worsen with defeat to qualifier in Barcelona Open https://t.co/og1qV3GDee,1
Wed Apr 25 15:00:20 +0000 2018,989157166262181888,Bill should cover drunken sexual assault of emergency workers | Letters https://t.co/EILHqbGxmF,1
Wed Apr 25 14:55:06 +0000 2018,989155846281101313,Leeds owner defends Myanmar tour: 'This is about people not governments' https://t.co/jH7hGubMas,1
Wed Apr 25 14:46:08 +0000 2018,989153591431696384,Rösti reception: the Korean summit menu – in pictures https://t.co/5fitLsmaig,1
Wed Apr 25 14:45:00 +0000 2018,989153308546928641,Macron and Trump's touching relationship https://t.co/RVBjCPoXv1,1
Wed Apr 25 14:41:56 +0000 2018,989152535184330753,Abortion in Ireland: share your views on repealing its ban https://t.co/oiuJJ00KyN,1
Wed Apr 25 14:39:24 +0000 2018,989151895796224000,Novak Djokovic woes worsen with defeat to qualifier in Barcelona Open https://t.co/qwhGPbowJb,1
Wed Apr 25 14:33:28 +0000 2018,989150402183663616,Why are chemical weapons worse than other weapons of mass destruction? | William Schabas https://t.co/SdUhsFIxdG,1
Wed Apr 25 14:33:03 +0000 2018,989150300534640642,Twitter reports profit for second quarter in a row and adds 6m new users https://t.co/g79ElXKCDn,1
Wed Apr 25 14:32:43 +0000 2018,989150215511953408,How do we save our estate from demolition? We’re trying everything from a local demo to a bat survey https://t.co/HjffRHYYiA,1
Wed Apr 25 14:31:56 +0000 2018,989150020048949249,Is it the end of the San Antonio Spurs' remarkable era of NBA success? https://t.co/SF9JjqOoLH,1
Wed Apr 25 14:25:02 +0000 2018,989148283674222592,World Penguin Day quiz: test your knowledge of our flightless friends https://t.co/mJy0F2KfRV,1
Wed Apr 25 14:17:54 +0000 2018,989146487950102528,Artificial intelligence set for multibillion-euro EU investment boost https://t.co/cHE8INsYmY,1
Wed Apr 25 14:16:36 +0000 2018,989146158965710849,The Deminer review – heartstopping tale of heroic bomb disposal expert https://t.co/xKsQAeHHzi,1
Wed Apr 25 14:07:28 +0000 2018,989143861720174592,Len McCluskey accuses 'dismal' Labour MPs of 'smearing' Corbyn over antisemitism - Politics live https://t.co/pFX2ziozTT,1
Wed Apr 25 14:03:21 +0000 2018,989142826842804224,'Not really my decision': Arsène Wenger on the timing of his departure – video https://t.co/RtpgJr3Rkc,1
Wed Apr 25 14:03:01 +0000 2018,989142742046560257,A woman's guide to loving fashion – without submitting to the patriarchy https://t.co/kA5esvXv8A,1
Wed Apr 25 14:01:00 +0000 2018,989142232543481856,"'If I don't, who will?': Can Kamathi Holsey tweet his way into the NFL? https://t.co/KdX8c0HTCV",1
Wed Apr 25 13:57:46 +0000 2018,989141417799880705,The art of the feel: why Trump is master of the awkward greeting https://t.co/b1kp9nNtP7,1
Wed Apr 25 13:55:02 +0000 2018,989140732001837056,Royal Mail’s Shakespeare mix up turns a tragedy into a farce https://t.co/htCVZpCYlS,1
Wed Apr 25 13:49:57 +0000 2018,989139452764270593,"Sun, sand and thousands of refugees: the Lesbos volunteer – podcast https://t.co/jG726FeW3c",1
Wed Apr 25 13:46:37 +0000 2018,989138612787826688,Israeli policeman jailed over 2014 death of Palestinian teenager https://t.co/oQLg5O61Vk,1
Wed Apr 25 13:45:14 +0000 2018,989138265293901824,Yacht firm's director acquitted of manslaughter over Cheeki Rafiki sinking https://t.co/XunE7idDO9,1
Wed Apr 25 13:45:04 +0000 2018,989138223883571200,Will Tom Hardy's Venom be the darkest ever Marvel movie? https://t.co/sNqcgDivBv,1
Wed Apr 25 13:39:55 +0000 2018,989136926295945217,Harry Potter: Hogwarts Mystery – a wizarding fantasy on your phone? https://t.co/OqOmWy57GL,1
Wed Apr 25 13:37:09 +0000 2018,989136230918098944,We’re trying to find ways to make people happy': Inside Nintendo's secretive creative process https://t.co/dPPIgV3CQg,1
Wed Apr 25 13:35:38 +0000 2018,989135849777451008,Who benefits from benefits? https://t.co/yG0PV3uuKg,1
Wed Apr 25 13:33:46 +0000 2018,989135380392873986,'Deals with the devil always unravel': the UK blind spot for Sudan's abuses https://t.co/M8PJYbqJ4y,1
Wed Apr 25 13:30:39 +0000 2018,989134594871037952,Arsène Wenger says timing of Arsenal departure ‘not really my decision’ https://t.co/CDOARbuJ4O,1
Wed Apr 25 13:29:30 +0000 2018,989134305984221184,Yacht firm's director acquitted of manslaughter over Cheeki Rafiki sinking https://t.co/JYAYOiB7hf,1
Wed Apr 25 13:25:13 +0000 2018,989133230203863040,Labour drops candidate after Manchester bombing tweets https://t.co/bUO75dMmoT,1
Wed Apr 25 13:25:07 +0000 2018,989133201716244480,PMQs verdict:  Corbyn says time for Rudd to go over Windrush scandal https://t.co/tUJRtVMa49,1
Wed Apr 25 13:24:25 +0000 2018,989133026666975232,Living the dream (so we don’t have to): the boy who ran off to Bali | Sam Leith https://t.co/hxYaUe28De,1
Wed Apr 25 13:22:34 +0000 2018,989132560885342209,James Comey's political memoir beats rivals at bookstores https://t.co/Qr8ubzKMzH,1
Wed Apr 25 13:15:17 +0000 2018,989130730218418176,Man appears in court over case of American found in Hereford https://t.co/jGKXwnUsh1,1
Wed Apr 25 13:13:43 +0000 2018,989130333818847232,Older men on e-bikes behind rising death toll among Dutch cyclists https://t.co/JK4uXDc8FB,1
Wed Apr 25 13:13:08 +0000 2018,989130187978702849,A woman's guide to loving fashion – without submitting to the patriarchy https://t.co/FBW3hQ8u6P,1
Wed Apr 25 13:12:52 +0000 2018,989130120031014914,Manchester United remind Arsenal what is at stake when replacing Wenger | Paul Wilson https://t.co/lfuQmYdyUv,1
Wed Apr 25 13:12:46 +0000 2018,989130094789758976,Jeremy Corbyn calls for Amber Rudd to resign over Windrush scandal https://t.co/WskiVOM0Zw,1
Wed Apr 25 13:12:12 +0000 2018,989129950769876992,Avengers: Infinity War review – colossal Marvel showdown revels in apocalyptic mayhem https://t.co/ZbUHxu9U61,1
Wed Apr 25 13:07:59 +0000 2018,989128891712393216,UK among the worst in western Europe for press freedom https://t.co/PlFfzFcoBW,1
Wed Apr 25 13:05:20 +0000 2018,989128222486028288,Hank Azaria on The Simpsons' Apu controversy: 'I'm willing to step aside' https://t.co/IFkpDdWjXV,1
Wed Apr 25 12:55:11 +0000 2018,989125671376031744,Rousing Reds: five Liverpool nights to remember in Europe https://t.co/xujxcx7JCm,1
Wed Apr 25 12:42:50 +0000 2018,989122562046210048,Roma condemn fans' behaviour after attack on Liverpool supporter https://t.co/7je7cItJcl,1
Wed Apr 25 12:42:48 +0000 2018,989122555670917120,David Davis rules out extending membership of customs union https://t.co/iaAGzvZrEM,1
Wed Apr 25 12:42:44 +0000 2018,989122538662973446,Nepal's female masons dig deep to lay foundations for change and renewal | Pete Pattisson https://t.co/Mdb15W4f1f,1
Wed Apr 25 12:38:02 +0000 2018,989121353675628546,IMG and Leeds United owner's agency raided in EU sport cartel inquiry https://t.co/v4tdFtB40r,1
Wed Apr 25 12:34:42 +0000 2018,989120515691503622,TSB customers share their experiences of IT crisis https://t.co/0kzN2Ecdk9,1
Wed Apr 25 12:20:48 +0000 2018,989117017612541953,Jürgen Klopp’s thrilling Liverpool have no reason to fear a Roma fightback https://t.co/3ZiiBobS4h,1
Wed Apr 25 12:18:39 +0000 2018,989116475532283904,Moeen Ali: 'I probably should have been dropped from Test side earlier' https://t.co/VSfFuGDQCt,1
Wed Apr 25 12:08:43 +0000 2018,989113977681694730,Madrid regional president resigns over alleged face cream theft https://t.co/bBkFixSb7y,1
Wed Apr 25 12:08:43 +0000 2018,989113977669079040,Website linked to cyber-attacks against UK banks is shut down https://t.co/fHZM0UfmuC,1
Wed Apr 25 12:08:04 +0000 2018,989113814720434176,Spring alliums and a Mandela portrait: today's top photos https://t.co/SAywbgfyY5,1
Wed Apr 25 12:06:56 +0000 2018,989113528828284928,Julian Opie: 'It's only when you are bored that you can see' https://t.co/oNFkSCl8z5,1
Wed Apr 25 12:04:57 +0000 2018,989113028812656640,Viagogo faces court for failing to protect UK consumers https://t.co/ocAoB5D8Aw,1
Wed Apr 25 12:04:27 +0000 2018,989112901742022656,"Tennis has ‘serious integrity problem’ with betting, says independent review https://t.co/wH09bEbl6c",1
